USER       PID    PPID   LWP    NLWP   %CPU  %MEM  VSZ    RSS    TTY    STAT   START  TIME   COMMAND
root       719    2      719    1      0.0   0.0   0      0      ?      S      07:17  0:01    [irq/191-iwlwifi:queue_7]
root       720    2      720    1      0.0   0.0   0      0      ?      S      07:17  0:01    [irq/194-iwlwifi:queue_8]
root       721    2      721    1      0.0   0.0   0      0      ?      S      07:17  0:01    [irq/195-iwlwifi:queue_9]
root       722    2      722    1      0.0   0.0   0      0      ?      S      07:17  0:04    [irq/196-iwlwifi:queue_10]
root       723    2      723    1      0.0   0.0   0      0      ?      S      07:17  0:01    [irq/197-iwlwifi:queue_11]
root       724    2      724    1      0.0   0.0   0      0      ?      S      07:17  0:02    [irq/198-iwlwifi:queue_12]
root       725    2      725    1      0.0   0.0   0      0      ?      S      07:17  0:04    [irq/199-iwlwifi:queue_13]
root       726    2      726    1      0.0   0.0   0      0      ?      S      07:17  0:04    [irq/200-iwlwifi:queue_14]
root       727    2      727    1      0.0   0.0   0      0      ?      S      07:17  0:00    [irq/201-iwlwifi:exception]
root       739    2      739    1      0.0   0.0   0      0      ?      S      07:17  0:00    [irq/16-processor_thermal_device_pci]
root       769    2      769    1      0.0   0.0   0      0      ?      I<     07:18  0:00    [kworker/R-ttm]
root       770    2      770    1      0.0   0.0   0      0      ?      S      07:18  0:00    [card1-crtc0]
root       771    2      771    1      0.0   0.0   0      0      ?      S      07:18  0:00    [card1-crtc1]
root       772    2      772    1      0.0   0.0   0      0      ?      S      07:18  0:00    [card1-crtc2]
root       774    2      774    1      0.0   0.0   0      0      ?      S      07:18  0:00    [card1-crtc3]
root       839    2      839    1      0.0   0.0   0      0      ?      S      07:18  0:00    [irq/203-AudioDSP]
systemd+   934    1      934    1      0.0   0.0   17560  7664   ?      Ss     07:18  0:03    /usr/lib/systemd/systemd-oomd
systemd+   949    1      949    1      0.0   0.0   21816  13552  ?      Ss     07:18  0:01    /usr/lib/systemd/systemd-resolved
systemd+   950    1      950    2      0.0   0.0   91396  8268   ?      Ssl    07:18  0:00    /usr/lib/systemd/systemd-timesyncd
avahi      1012   1      1012   1      0.0   0.0   9520   5600   ?      Ss     07:18  0:22    avahi-daemon: running [n-vasundhara-rani.local]
root       1013   1      1013   1      0.0   0.0   13764  7028   ?      Ss     07:18  0:00    /usr/libexec/bluetooth/bluetoothd
message+   1014   1      1014   1      0.0   0.0   12516  7908   ?      Ss     07:18  0:05    @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
gnome-r+   1018   1      1018   4      0.0   0.1   439212 16712  ?      Ssl    07:18  0:00    /usr/libexec/gnome-remote-desktop-daemon --system
root       1023   1      1023   4      0.0   0.0   314252 8688   ?      Ssl    07:18  0:02    /usr/libexec/iio-sensor-proxy
polkitd    1027   1      1027   4      0.0   0.0   391316 13056  ?      Ssl    07:18  0:02    /usr/lib/polkit-1/polkitd --no-debug
root       1030   1      1030   4      0.0   0.0   314004 8496   ?      Ssl    07:18  0:00    /usr/libexec/power-profiles-daemon
root       1043   1      1043   20     0.0   0.2   2663272 42168  ?      Ssl    07:18  0:04    /usr/lib/snapd/snapd
root       1046   1      1046   4      0.0   0.0   314840 9476   ?      Ssl    07:18  0:00    /usr/libexec/accounts-daemon
root       1047   1      1047   1      0.0   0.0   9424   2904   ?      Ss     07:18  0:00    /usr/sbin/cron -f -P
root       1048   1      1048   4      0.0   0.0   309804 6980   ?      Ssl    07:18  0:00    /usr/libexec/switcheroo-control
root       1050   1      1050   1      0.0   0.0   18204  9324   ?      Ss     07:18  0:01    /usr/lib/systemd/systemd-logind
root       1051   1      1051   1      0.0   0.0   17592  7904   ?      Ss     07:18  0:00    /usr/lib/systemd/systemd-machined
root       1052   1      1052   5      0.0   0.0   424916 10876  ?      Ssl    07:18  0:04    /usr/sbin/thermald --systemd --dbus-enable --adaptive
root       1053   1      1053   6      0.0   0.0   470092 14884  ?      Ssl    07:18  0:00    /usr/libexec/udisks2/udisksd
root       1054   1      1054   1      0.0   0.0   73884  15412  ?      Ss     07:18  0:00    /usr/sbin/virtlockd
root       1061   1      1061   1      0.0   0.0   73888  15328  ?      Ss     07:18  0:00    /usr/sbin/virtlogd
avahi      1088   1012   1088   1      0.0   0.0   8480   1500   ?      S      07:18  0:00    avahi-daemon: chroot helper
root       1091   1      1091   4      0.0   0.1   336976 20468  ?      Ssl    07:18  0:03    /usr/sbin/NetworkManager --no-daemon
root       1094   1      1094   1      0.0   0.0   18280  12120  ?      Ss     07:18  0:00    /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
syslog     1143   1      1143   4      0.0   0.0   222592 6028   ?      Ssl    07:18  0:00    /usr/sbin/rsyslogd -n -iNONE
root       1235   1      1235   4      0.0   0.0   392224 13180  ?      Ssl    07:18  0:00    /usr/sbin/ModemManager
root       1239   1      1239   4      0.0   0.0   313512 8132   ?      Ssl    07:18  0:00    /usr/libexec/boltd
root       1480   2      1480   1      0.0   0.0   0      0      ?      S      07:18  0:00    [psimon]
